productid,name,productnumber,makeflag,finishedgoodsflag,color,safetystocklevel,reorderpoint,standardcost,listprice,size,sizeunitmeasurecode,weightunitmeasurecode,weight,daystomanufacture,productline,class,style,productsubcategoryid,productmodelid,sellstartdate,sellenddate,discontinueddate,rowguid,modifieddate
457,Lock Nut 15,LN-7162,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,ce04de2b-4eca-4203-a108-b7d92ff0e96e,2014-02-08 10:01:36.827
458,Lock Nut 4,LN-8320,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,41bd9389-8b22-4a35-9a2c-233d39ada7ea,2014-02-08 10:01:36.827
459,Lock Nut 19,LN-9080,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,5986504b-22a0-4e74-a137-c7cf99a8216f,2014-02-08 10:01:36.827
460,Lock Nut 18,LN-9161,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,a420963f-92fd-4cd4-8531-6926e4162c41,2014-02-08 10:01:36.827
461,Lock Ring,LR-2398,f,f,Silver,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,aeca59da-b61c-4976-8316-97e14cd4eff1,2014-02-08 10:01:36.827
462,Lower Head Race,LR-8520,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,dbb962bf-0603-4095-959b-5ba9c74fbd32,2014-02-08 10:01:36.827
463,Lock Washer 4,LW-1000,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,a3ee3bc5-73c5-45f3-a952-9991d038dd9c,2014-02-08 10:01:36.827
464,Lock Washer 5,LW-1200,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,ecaed08d-2cf5-4d81-a4ed-8369e25af227,2014-02-08 10:01:36.827
465,Lock Washer 10,LW-1201,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,a2212bab-af58-41a5-a659-a6141c8967ca,2014-02-08 10:01:36.827
466,Lock Washer 6,LW-1400,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,9092f2e1-3637-4669-8565-55404a55750e,2014-02-08 10:01:36.827
467,Lock Washer 13,LW-3400,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,3cb31f4a-c61c-408c-be1e-48bee412e511,2014-02-08 10:01:36.827
468,Lock Washer 8,LW-3800,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,900d26e6-21a0-427d-b43c-173f6dcb2045,2014-02-08 10:01:36.827
469,Lock Washer 1,LW-4000,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,5402ea37-29df-47ff-9fc7-867d60594c48,2014-02-08 10:01:36.827
470,Lock Washer 7,LW-5160,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,99357255-e66b-458c-ab2e-6f68ef5452d2,2014-02-08 10:01:36.827
471,Lock Washer 12,LW-5800,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,7bc9d58e-3e62-481f-8343-beb0883b3ecf,2014-02-08 10:01:36.827
472,Lock Washer 2,LW-6000,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,5f201424-9e6a-4f8d-9c2c-30777e27d64f,2014-02-08 10:01:36.827
473,Lock Washer 9,LW-7160,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,f9426fb2-1e68-464e-bf32-615026e0249e,2014-02-08 10:01:36.827
474,Lock Washer 3,LW-8000,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,ac007b7f-73b7-4623-8150-02444c5ec023,2014-02-08 10:01:36.827
475,Lock Washer 11,LW-9160,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,639d8448-b427-47b1-9e5b-0e5090a27632,2014-02-08 10:01:36.827
476,Metal Angle,MA-7075,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,e876e239-7ec2-45c8-ba4b-b9ceacb379a6,2014-02-08 10:01:36.827
477,Metal Bar 1,MB-2024,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,8b5429ce-7876-44b3-9332-baf78a238b36,2014-02-08 10:01:36.827
478,Metal Bar 2,MB-6061,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,2a14f60e-3827-49ba-af13-466dbc30c5ba,2014-02-08 10:01:36.827
479,Metal Plate 2,MP-2066,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,0773a2c9-f47f-429e-814a-25b2e08c128a,2014-02-08 10:01:36.827
480,Metal Plate 1,MP-2503,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,242389be-dde0-42a1-85d9-f99fdc981336,2014-02-08 10:01:36.827
481,Metal Plate 3,MP-4960,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,8b7e90e5-7785-455e-bc7c-e962f18c6848,2014-02-08 10:01:36.827
482,Metal Sheet 2,MS-0253,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,8bb96dfb-23aa-4877-9c5e-866bb18facc7,2014-02-08 10:01:36.827
483,Metal Sheet 3,MS-1256,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,9074e00d-005b-450e-9c92-6667782e8108,2014-02-08 10:01:36.827
484,Metal Sheet 7,MS-1981,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,a9539885-0cee-4aa0-9072-8db1d34a16db,2014-02-08 10:01:36.827
485,Metal Sheet 4,MS-2259,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,3cb3cf7d-ab8e-44a3-b7e9-73149f5ec29f,2014-02-08 10:01:36.827
486,Metal Sheet 5,MS-2341,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,2a2c555d-328d-4299-bd83-591d0762df62,2014-02-08 10:01:36.827
487,Metal Sheet 6,MS-2348,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,64844011-a1c3-4f8f-9caa-9c8d214ecc12,2014-02-08 10:01:36.827
488,Metal Sheet 1,MS-6061,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,3b2febc6-c76c-4a56-9cf7-8af5b76e24ee,2014-02-08 10:01:36.827
489,Metal Tread Plate,MT-1000,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,d2177b6c-3352-43f0-9a41-719754dd280c,2014-02-08 10:01:36.827
490,LL Nipple,NI-4127,f,f,,1000,750,0,0,,,,,0,,L ,,,,2008-04-30 00:00:00,,,88310f73-ab0a-41a2-8597-936f192b7d12,2014-02-08 10:01:36.827
491,HL Nipple,NI-9522,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,88a7b897-6ff5-4ca2-b68a-6ea0e86f92b9,2014-02-08 10:01:36.827
492,Paint - Black,PA-187B,f,f,,60,45,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,df20e514-3d47-491b-9454-0911ec3f7d29,2014-02-08 10:01:36.827
493,Paint - Red,PA-361R,f,f,,60,45,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,4c568357-5d21-4ad4-bb85-bb5519b3b50c,2014-02-08 10:01:36.827
494,Paint - Silver,PA-529S,f,f,,60,45,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,fa81e47d-7333-49c2-809b-308171ca2fb1,2014-02-08 10:01:36.827
495,Paint - Blue,PA-632U,f,f,,60,45,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,25a73761-ae90-49d3-8d1d-dd7858db4704,2014-02-08 10:01:36.827
496,Paint - Yellow,PA-823Y,f,f,,60,45,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,1c8adb43-9fe8-44a6-b949-8af33ce9486e,2014-02-08 10:01:36.827
497,Pinch Bolt,PB-6109,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,f1694c24-dfab-4c92-bc66-6e717db24ea8,2014-02-08 10:01:36.827
504,Cup-Shaped Race,RA-2345,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,874c800e-334d-4a3c-8d3a-1e872d5b2a1b,2014-02-08 10:01:36.827
505,Cone-Shaped Race,RA-7490,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,35ce3995-9dd2-40e2-98b8-275931ac2d76,2014-02-08 10:01:36.827
506,Reflector,RF-9198,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,1c850499-38ed-4c2d-8665-7edb6a7ce93d,2014-02-08 10:01:36.827
507,LL Mountain Rim,RM-M464,f,f,,800,600,0,0,,,G  ,435.00,0,,L ,,,,2008-04-30 00:00:00,,,b2cc7dfb-783d-4587-88c0-2712a538a5b2,2014-02-08 10:01:36.827
508,ML Mountain Rim,RM-M692,f,f,,800,600,0,0,,,G  ,450.00,0,,M ,,,,2008-04-30 00:00:00,,,733fd04d-322f-44f5-beec-f326189d1ce6,2014-02-08 10:01:36.827
509,HL Mountain Rim,RM-M823,f,f,,800,600,0,0,,,G  ,400.00,0,,,,,,2008-04-30 00:00:00,,,9fa4a3b5-d396-48d4-adfc-b573bc4a800a,2014-02-08 10:01:36.827
510,LL Road Rim,RM-R436,f,f,,800,600,0,0,,,G  ,445.00,0,,L ,,,,2008-04-30 00:00:00,,,c2770757-b258-4eec-a811-6856faf87437,2014-02-08 10:01:36.827
511,ML Road Rim,RM-R600,f,f,,800,600,0,0,,,G  ,450.00,0,,M ,,,,2008-04-30 00:00:00,,,80108059-0002-4253-a805-53a2324c33a4,2014-02-08 10:01:36.827
512,HL Road Rim,RM-R800,f,f,,800,600,0,0,,,G  ,400.00,0,,,,,,2008-04-30 00:00:00,,,cd9b5c44-fb31-4e0f-9905-3b2086966cc5,2014-02-08 10:01:36.827
513,Touring Rim,RM-T801,f,f,,800,600,0,0,,,G  ,460.00,0,,,,,,2008-04-30 00:00:00,,,4852db13-308a-4893-aafa-390a0dfe9f12,2014-02-08 10:01:36.827
514,LL Mountain Seat Assembly,SA-M198,t,f,,500,375,98.77,133.34,,,,,1,,L ,,,,2008-04-30 00:00:00,,,fcfc0a4f-4563-4e0b-bff4-5ddcfe3a9273,2014-02-08 10:01:36.827
515,ML Mountain Seat Assembly,SA-M237,t,f,,500,375,108.99,147.14,,,,,1,,M ,,,,2008-04-30 00:00:00,,,d3c8ae4c-a1be-448d-bf58-6ecbf36afa0b,2014-02-08 10:01:36.827
516,HL Mountain Seat Assembly,SA-M687,t,f,,500,375,145.87,196.92,,,,,1,,,,,,2008-04-30 00:00:00,,,9e18adab-b9c7-45b1-bd95-1805ec4f297d,2014-02-08 10:01:36.827
517,LL Road Seat Assembly,SA-R127,t,f,,500,375,98.77,133.34,,,,,1,,L ,,,,2008-04-30 00:00:00,,,f5a30b8d-f35b-43f2-83a0-f7f6b51f6241,2014-02-08 10:01:36.827
518,ML Road Seat Assembly,SA-R430,t,f,,500,375,108.99,147.14,,,,,1,,M ,,,,2008-04-30 00:00:00,,,ad109395-fda9-4c2a-96f1-515ccde3d9f4,2014-02-08 10:01:36.827
519,HL Road Seat Assembly,SA-R522,t,f,,500,375,145.87,196.92,,,,,1,,,,,,2008-04-30 00:00:00,,,7b52ee2a-7100-4a39-a0af-c89012da6ef8,2014-02-08 10:01:36.827
520,LL Touring Seat Assembly,SA-T467,t,f,,500,375,98.77,133.34,,,,,1,,L ,,,,2008-04-30 00:00:00,,,af3d83ba-4b8e-4072-817f-e6b095a1c879,2014-02-08 10:01:36.827
521,ML Touring Seat Assembly,SA-T612,t,f,,500,375,108.99,147.14,,,,,1,,M ,,,,2008-04-30 00:00:00,,,85b9a3de-000c-4351-9494-05796689c216,2014-02-08 10:01:36.827
522,HL Touring Seat Assembly,SA-T872,t,f,,500,375,145.87,196.92,,,,,1,,,,,,2008-04-30 00:00:00,,,8c471bca-a735-4087-ad50-90ede0ac1a1b,2014-02-08 10:01:36.827
523,LL Spindle/Axle,SD-2342,f,f,,500,375,0,0,,,,,0,,L ,,,,2008-04-30 00:00:00,,,d2bd1f55-2cd4-4998-89fa-28ff2e28de2c,2014-02-08 10:01:36.827
524,HL Spindle/Axle,SD-9872,f,f,,500,375,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,6ce0661d-ba1f-4012-b785-55165b3b241a,2014-02-08 10:01:36.827
525,LL Shell,SH-4562,f,f,,800,600,0,0,,,,,0,,L ,,,,2008-04-30 00:00:00,,,ae7bcda7-e836-4f68-9e61-745f27f9aa3e,2014-02-08 10:01:36.827
526,HL Shell,SH-9312,f,f,,800,600,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,d215a3ae-aaf2-4cb0-9d20-3758aad078e2,2014-02-08 10:01:36.827
527,Spokes,SK-9283,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,5aabb729-343b-4084-a235-ccb3da9f29e7,2014-02-08 10:01:36.827
528,Seat Lug,SL-0931,f,f,,1000,750,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,4a898b1e-9a3b-4beb-9873-a7465934051a,2014-02-08 10:01:36.827
529,Stem,SM-9087,t,f,,500,375,0,0,,,,,1,,,,,,2008-04-30 00:00:00,,,1173306e-b616-4c4a-b715-4e0a483ba2b5,2014-02-08 10:01:36.827
530,Seat Post,SP-2981,f,f,,500,375,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,9b4ceb84-4e84-43f3-b326-9b7f22905363,2014-02-08 10:01:36.827
531,Steerer,SR-2098,t,f,,500,375,0,0,,,,,1,,,,,,2008-04-30 00:00:00,,,f3b140a1-b139-4bb5-b144-1b7cbbee6c9a,2014-02-08 10:01:36.827
532,Seat Stays,SS-2985,t,f,,800,600,0,0,,,,,1,,,,,,2008-04-30 00:00:00,,,20c2c611-dffc-49b5-99cf-d89bdd3a91ce,2014-02-08 10:01:36.827
533,Seat Tube,ST-9828,t,f,,500,375,0,0,,,,,1,,,,,,2008-04-30 00:00:00,,,41f5388b-7253-4002-bcc6-b2a50920d11f,2014-02-08 10:01:36.827
534,Top Tube,TO-2301,t,f,,500,375,0,0,,,,,1,,,,,,2008-04-30 00:00:00,,,4c0bad8e-066b-46b8-bfe9-da61539606e8,2014-02-08 10:01:36.827
535,Tension Pulley,TP-0923,f,f,,800,600,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,13df62b2-8a7b-47d5-9084-f1172c4779e4,2014-02-08 10:01:36.827
679,Rear Derailleur Cage,RC-0291,f,f,Silver,500,375,0,0,,,,,0,,,,,,2008-04-30 00:00:00,,,912b03ea-4447-48c8-85da-09b80ab26340,2014-02-08 10:01:36.827
680,"HL Road Frame - Black, 58",FR-R92B-58,t,t,Black,500,375,1059.31,1431.5,58,CM ,LB ,2.24,1,R ,H ,U ,14,6,2008-04-30 00:00:00,,,43dd68d6-14a4-461f-9069-55309d90ea7e,2014-02-08 10:01:36.827
706,"HL Road Frame - Red, 58",FR-R92R-58,t,t,Red,500,375,1059.31,1431.5,58,CM ,LB ,2.24,1,R ,H ,U ,14,6,2008-04-30 00:00:00,,,9540ff17-2712-4c90-a3d1-8ce5568b2462,2014-02-08 10:01:36.827
707,"Sport-100 Helmet, Red",HL-U509-R,f,t,Red,4,3,13.0863,34.99,,,,,0,S ,,,31,33,2011-05-31 00:00:00,,,2e1ef41a-c08a-4ff6-8ada-bde58b64a712,2014-02-08 10:01:36.827
708,"Sport-100 Helmet, Black",HL-U509,f,t,Black,4,3,13.0863,34.99,,,,,0,S ,,,31,33,2011-05-31 00:00:00,,,a25a44fb-c2de-4268-958f-110b8d7621e2,2014-02-08 10:01:36.827
709,"Mountain Bike Socks, M",SO-B909-M,f,t,White,4,3,3.3963,9.5,M,,,,0,M ,,U ,23,18,2011-05-31 00:00:00,2012-05-29 00:00:00,,18f95f47-1540-4e02-8f1f-cc1bcb6828d0,2014-02-08 10:01:36.827
710,"Mountain Bike Socks, L",SO-B909-L,f,t,White,4,3,3.3963,9.5,L,,,,0,M ,,U ,23,18,2011-05-31 00:00:00,2012-05-29 00:00:00,,161c035e-21b3-4e14-8e44-af508f35d80a,2014-02-08 10:01:36.827
711,"Sport-100 Helmet, Blue",HL-U509-B,f,t,Blue,4,3,13.0863,34.99,,,,,0,S ,,,31,33,2011-05-31 00:00:00,,,fd7c0858-4179-48c2-865b-abd5dfc7bc1d,2014-02-08 10:01:36.827
712,AWC Logo Cap,CA-1098,f,t,Multi,4,3,6.9223,8.99,,,,,0,S ,,U ,19,2,2011-05-31 00:00:00,,,b9ede243-a6f4-4629-b1d4-ffe1aedc6de7,2014-02-08 10:01:36.827
713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,f,t,Multi,4,3,38.4923,49.99,S,,,,0,S ,,U ,21,11,2011-05-31 00:00:00,,,fd449c82-a259-4fae-8584-6ca0255faf68,2014-02-08 10:01:36.827
714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,f,t,Multi,4,3,38.4923,49.99,M,,,,0,S ,,U ,21,11,2011-05-31 00:00:00,,,6a290063-a0cf-432a-8110-2ea0fda14308,2014-02-08 10:01:36.827
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,f,t,Multi,4,3,38.4923,49.99,L,,,,0,S ,,U ,21,11,2011-05-31 00:00:00,,,34cf5ef5-c077-4ea0-914a-084814d5cbd5,2014-02-08 10:01:36.827
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,f,t,Multi,4,3,38.4923,49.99,XL,,,,0,S ,,U ,21,11,2011-05-31 00:00:00,,,6ec47ec9-c041-4dda-b686-2125d539ce9b,2014-02-08 10:01:36.827
717,"HL Road Frame - Red, 62",FR-R92R-62,t,t,Red,500,375,868.6342,1431.5,62,CM ,LB ,2.30,1,R ,H ,U ,14,6,2011-05-31 00:00:00,,,052e4f8b-0a2a-46b2-9f42-10febcfae416,2014-02-08 10:01:36.827
718,"HL Road Frame - Red, 44",FR-R92R-44,t,t,Red,500,375,868.6342,1431.5,44,CM ,LB ,2.12,1,R ,H ,U ,14,6,2011-05-31 00:00:00,,,a88d3b54-2cae-43f2-8c6e-ea1d97b46a7c,2014-02-08 10:01:36.827
719,"HL Road Frame - Red, 48",FR-R92R-48,t,t,Red,500,375,868.6342,1431.5,48,CM ,LB ,2.16,1,R ,H ,U ,14,6,2011-05-31 00:00:00,,,07befc9a-7634-402b-b234-d7797733baaf,2014-02-08 10:01:36.827
720,"HL Road Frame - Red, 52",FR-R92R-52,t,t,Red,500,375,868.6342,1431.5,52,CM ,LB ,2.20,1,R ,H ,U ,14,6,2011-05-31 00:00:00,,,fcfea68f-310e-4e6e-9f99-bb17d011ebae,2014-02-08 10:01:36.827
721,"HL Road Frame - Red, 56",FR-R92R-56,t,t,Red,500,375,868.6342,1431.5,56,CM ,LB ,2.24,1,R ,H ,U ,14,6,2011-05-31 00:00:00,,,56c85873-4993-41b4-8096-1067cfd7e4bd,2014-02-08 10:01:36.827
722,"LL Road Frame - Black, 58",FR-R38B-58,t,t,Black,500,375,204.6251,337.22,58,CM ,LB ,2.46,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,2140f256-f705-4d67-975d-32de03265838,2014-02-08 10:01:36.827
723,"LL Road Frame - Black, 60",FR-R38B-60,t,t,Black,500,375,204.6251,337.22,60,CM ,LB ,2.48,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,aa95e2a5-e7c4-4b74-b1ea-b52ee3b51537,2014-02-08 10:01:36.827
724,"LL Road Frame - Black, 62",FR-R38B-62,t,t,Black,500,375,204.6251,337.22,62,CM ,LB ,2.50,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,5247be33-50bf-4527-8a30-a39aae500a8e,2014-02-08 10:01:36.827
725,"LL Road Frame - Red, 44",FR-R38R-44,t,t,Red,500,375,187.1571,337.22,44,CM ,LB ,2.32,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,137d319d-44ad-42b2-ab61-60b9ce52b5f2,2014-02-08 10:01:36.827
726,"LL Road Frame - Red, 48",FR-R38R-48,t,t,Red,500,375,187.1571,337.22,48,CM ,LB ,2.36,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,35213547-275f-4767-805d-c8a4b8e13745,2014-02-08 10:01:36.827
727,"LL Road Frame - Red, 52",FR-R38R-52,t,t,Red,500,375,187.1571,337.22,52,CM ,LB ,2.40,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,c455e0b3-d716-419d-abf0-7e03efdd2e26,2014-02-08 10:01:36.827
728,"LL Road Frame - Red, 58",FR-R38R-58,t,t,Red,500,375,187.1571,337.22,58,CM ,LB ,2.46,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,799a56ff-5ad2-41b3-bfac-528b477ad129,2014-02-08 10:01:36.827
729,"LL Road Frame - Red, 60",FR-R38R-60,t,t,Red,500,375,187.1571,337.22,60,CM ,LB ,2.48,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,1784bb14-d1f5-4b24-92da-9127ad179302,2014-02-08 10:01:36.827
730,"LL Road Frame - Red, 62",FR-R38R-62,t,t,Red,500,375,187.1571,337.22,62,CM ,LB ,2.50,1,R ,L ,U ,14,9,2011-05-31 00:00:00,2013-05-29 00:00:00,,7e73aa1f-8569-4d87-9f80-ac2e513e0803,2014-02-08 10:01:36.827
731,"ML Road Frame - Red, 44",FR-R72R-44,t,t,Red,500,375,352.1394,594.83,44,CM ,LB ,2.22,1,R ,M ,U ,14,16,2011-05-31 00:00:00,2012-05-29 00:00:00,,459e041c-3234-409e-b4cd-81728f8a2398,2014-02-08 10:01:36.827
732,"ML Road Frame - Red, 48",FR-R72R-48,t,t,Red,500,375,352.1394,594.83,48,CM ,LB ,2.26,1,R ,M ,U ,14,16,2011-05-31 00:00:00,2012-05-29 00:00:00,,b673189c-c042-413b-8194-73bc44b0492c,2014-02-08 10:01:36.827
733,"ML Road Frame - Red, 52",FR-R72R-52,t,t,Red,500,375,352.1394,594.83,52,CM ,LB ,2.30,1,R ,M ,U ,14,16,2011-05-31 00:00:00,2012-05-29 00:00:00,,55ea276b-82d8-4ccb-9ab1-9b1b75b15a83,2014-02-08 10:01:36.827
734,"ML Road Frame - Red, 58",FR-R72R-58,t,t,Red,500,375,352.1394,594.83,58,CM ,LB ,2.36,1,R ,M ,U ,14,16,2011-05-31 00:00:00,2012-05-29 00:00:00,,df4ce1e2-ba9a-4657-b999-ccfa6c55d9c1,2014-02-08 10:01:36.827
735,"ML Road Frame - Red, 60",FR-R72R-60,t,t,Red,500,375,352.1394,594.83,60,CM ,LB ,2.38,1,R ,M ,U ,14,16,2011-05-31 00:00:00,2012-05-29 00:00:00,,b2e48e8c-63a5-469a-ba4c-4f5ebb1104a4,2014-02-08 10:01:36.827
736,"LL Road Frame - Black, 44",FR-R38B-44,t,t,Black,500,375,204.6251,337.22,44,CM ,LB ,2.32,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,c9967889-f490-4a66-943a-bce432e938d8,2014-02-08 10:01:36.827
737,"LL Road Frame - Black, 48",FR-R38B-48,t,t,Black,500,375,204.6251,337.22,48,CM ,LB ,2.36,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,3b5f29b6-a441-4ff7-a0fa-fad10e2ceb4c,2014-02-08 10:01:36.827
738,"LL Road Frame - Black, 52",FR-R38B-52,t,t,Black,500,375,204.6251,337.22,52,CM ,LB ,2.40,1,R ,L ,U ,14,9,2011-05-31 00:00:00,,,18fc5d72-a012-4dc7-bb35-0d01a84d0219,2014-02-08 10:01:36.827
739,"HL Mountain Frame - Silver, 42",FR-M94S-42,t,t,Silver,500,375,747.2002,1364.5,42,CM ,LB ,2.72,1,M ,H ,U ,12,5,2011-05-31 00:00:00,,,8ae32663-8d6f-457d-8343-5b181fec43a7,2014-02-08 10:01:36.827
740,"HL Mountain Frame - Silver, 44",FR-M94S-44,t,t,Silver,500,375,706.811,1364.5,44,CM ,LB ,2.76,1,M ,H ,U ,12,5,2011-05-31 00:00:00,2012-05-29 00:00:00,,1909c60c-c490-411d-b3e6-12ddd7832482,2014-02-08 10:01:36.827
741,"HL Mountain Frame - Silver, 48",FR-M94S-52,t,t,Silver,500,375,706.811,1364.5,48,CM ,LB ,2.80,1,M ,H ,U ,12,5,2011-05-31 00:00:00,2012-05-29 00:00:00,,b181ec1f-ca20-4724-b2eb-15f3e455142e,2014-02-08 10:01:36.827
742,"HL Mountain Frame - Silver, 46",FR-M94S-46,t,t,Silver,500,375,747.2002,1364.5,46,CM ,LB ,2.84,1,M ,H ,U ,12,5,2011-05-31 00:00:00,,,a189d86e-d923-4336-b13d-a5db6f426540,2014-02-08 10:01:36.827
743,"HL Mountain Frame - Black, 42",FR-M94B-42,t,t,Black,500,375,739.041,1349.6,42,CM ,LB ,2.72,1,M ,H ,U ,12,5,2011-05-31 00:00:00,,,27db28f8-5ab8-4091-b94e-6f1b2d8e7ab0,2014-02-08 10:01:36.827
744,"HL Mountain Frame - Black, 44",FR-M94B-44,t,t,Black,500,375,699.0928,1349.6,44,CM ,LB ,2.76,1,M ,H ,U ,12,5,2011-05-31 00:00:00,2012-05-29 00:00:00,,cb443286-6b25-409f-a10b-1ad4eeb4bd4e,2014-02-08 10:01:36.827
745,"HL Mountain Frame - Black, 48",FR-M94B-48,t,t,Black,500,375,699.0928,1349.6,48,CM ,LB ,2.80,1,M ,H ,U ,12,5,2011-05-31 00:00:00,2012-05-29 00:00:00,,1fee0573-6676-432d-8d6d-41ba9faa5865,2014-02-08 10:01:36.827
746,"HL Mountain Frame - Black, 46",FR-M94B-46,t,t,Black,500,375,739.041,1349.6,46,CM ,LB ,2.84,1,M ,H ,U ,12,5,2011-05-31 00:00:00,,,50abebcb-451e-42b9-8dbb-e5c4a34470e9,2014-02-08 10:01:36.827
747,"HL Mountain Frame - Black, 38",FR-M94B-38,t,t,Black,500,375,739.041,1349.6,38,CM ,LB ,2.68,2,M ,H ,U ,12,5,2011-05-31 00:00:00,,,0c548577-3171-4ce2-b9a0-1ed526849de8,2014-02-08 10:01:36.827
748,"HL Mountain Frame - Silver, 38",FR-M94S-38,t,t,Silver,500,375,747.2002,1364.5,38,CM ,LB ,2.68,2,M ,H ,U ,12,5,2011-05-31 00:00:00,,,f246acaa-a80b-40ec-9208-02edef885129,2014-02-08 10:01:36.827
749,"Road-150 Red, 62",BK-R93R-62,t,t,Red,100,75,2171.2942,3578.27,62,CM ,LB ,15.00,4,R ,H ,U ,2,25,2011-05-31 00:00:00,2012-05-29 00:00:00,,bc621e1f-2553-4fdc-b22e-5e44a9003569,2014-02-08 10:01:36.827
750,"Road-150 Red, 44",BK-R93R-44,t,t,Red,100,75,2171.2942,3578.27,44,CM ,LB ,13.77,4,R ,H ,U ,2,25,2011-05-31 00:00:00,2012-05-29 00:00:00,,c19e1136-5da4-4b40-8758-54a85d7ea494,2014-02-08 10:01:36.827
751,"Road-150 Red, 48",BK-R93R-48,t,t,Red,100,75,2171.2942,3578.27,48,CM ,LB ,14.13,4,R ,H ,U ,2,25,2011-05-31 00:00:00,2012-05-29 00:00:00,,d10b7cc1-455e-435b-a08f-ec5b1c5776e9,2014-02-08 10:01:36.827
