callid,agentid,customerid,pickedup,duration,productsold
2531,7,742,0,0,0
2532,0,517,1,177,1
2533,3,352,1,140,1
2534,4,412,0,0,0
2535,7,220,1,167,1
2536,4,886,1,160,0
2537,1,322,1,236,0
2538,10,853,1,142,1
2539,0,74,1,170,0
2540,2,723,1,116,1
2541,10,391,1,189,0
2542,0,478,1,206,1
2543,5,529,1,192,0
2544,10,693,1,172,0
2545,5,594,0,0,0
2546,8,207,1,144,1
2547,4,733,1,156,1
2548,2,707,0,0,0
2549,8,2,0,0,0
2550,1,200,1,168,0
2551,5,198,1,174,1
2552,10,668,0,0,0
2553,10,673,1,186,0
2554,0,643,0,0,0
2555,10,273,1,66,1
2556,0,62,0,0,0
2557,0,43,1,190,1
2558,5,304,0,0,0
2559,5,185,0,0,0
2560,6,718,0,0,0
2561,6,763,0,0,0
2562,1,329,0,0,0
2563,7,180,0,0,0
2564,8,605,1,207,0
2565,2,413,1,186,0
2566,4,210,1,225,0
2567,9,619,1,178,0
2568,10,702,1,132,0
2569,7,995,1,107,0
2570,10,457,1,160,0
2571,2,316,0,0,0
2572,9,5,1,222,1
2573,5,401,1,267,0
2574,0,967,0,0,0
2575,2,848,0,0,0
2576,7,252,0,0,0
2577,6,573,1,210,0
2578,0,303,0,0,0
2579,4,46,1,113,1
2580,10,374,0,0,0
2581,0,928,0,0,0
2582,5,903,1,165,0
2583,1,736,0,0,0
2584,3,787,1,174,1
2585,6,556,1,165,0
2586,8,252,0,0,0
2587,10,294,0,0,0
2588,6,178,1,136,0
2589,9,56,0,0,0
2590,1,9,1,160,1
2591,9,341,0,0,0
2592,8,23,1,126,1
2593,8,944,1,254,1
2594,6,650,1,206,1
2595,0,186,1,160,0
2596,8,24,0,0,0
2597,10,261,0,0,0
2598,7,842,0,0,0
2599,9,900,1,247,0
2600,5,537,1,163,0
2601,9,399,1,210,1
2602,5,937,1,282,1
2603,10,210,1,119,0
2604,4,514,0,0,0
2605,2,419,1,150,1
2606,7,869,1,242,0
2607,7,483,0,0,0
2608,3,556,1,221,0
2609,0,897,1,95,1
2610,4,385,0,0,0
2611,2,399,1,198,0
2612,7,505,0,0,0
2613,6,503,1,182,0
2614,7,783,0,0,0
2615,9,49,0,0,0
2616,6,365,1,275,1
2617,3,947,1,136,1
2618,8,642,0,0,0
2619,5,735,1,246,0
2620,6,730,1,138,0
2621,7,842,1,108,0
2622,7,808,1,100,0
2623,2,436,1,182,1
2624,0,123,1,171,1
2625,8,66,1,185,0
2626,6,831,1,214,1
2627,2,86,1,218,0
2628,3,861,1,221,0
2629,10,329,1,214,0
2630,0,750,1,22,0
2631,8,816,1,116,0
2632,7,864,1,150,0
2633,2,10,1,217,0
2634,0,462,0,0,0
2635,7,779,1,88,0
2636,0,733,1,205,1
2637,0,537,1,203,0
2638,10,995,1,169,0
2639,10,675,0,0,0
2640,9,225,0,0,0
2641,4,422,1,165,0
2642,8,478,0,0,0
2643,0,192,1,134,0
2644,5,136,0,0,0
2645,7,69,1,212,0
2646,6,389,0,0,0
2647,2,346,0,0,0
2648,2,674,1,223,0
2649,5,878,0,0,0
2650,4,862,1,174,0
2651,0,158,1,163,0
2652,5,600,0,0,0
2653,5,58,1,180,0
2654,1,218,0,0,0
2655,0,960,1,178,0
2656,0,4,1,121,0
2657,8,282,1,95,0
2658,4,155,0,0,0
2659,9,852,0,0,0
2660,10,586,1,104,0
2661,10,308,1,128,0
2662,6,972,1,126,0
2663,8,567,0,0,0
2664,6,544,1,157,0
2665,8,687,1,207,0
2666,4,319,0,0,0
2667,4,877,1,279,0
2668,4,573,1,138,0
2669,10,443,0,0,0
2670,10,254,1,187,0
2671,8,292,1,91,0
2672,8,217,1,194,0
2673,5,352,1,112,0
2674,6,311,0,0,0
2675,2,638,1,121,0
2676,10,600,1,129,1
2677,1,731,0,0,0
2678,5,704,1,140,0
2679,1,88,0,0,0
2680,2,108,1,109,0
2681,9,739,0,0,0
2682,7,855,1,157,0
2683,4,70,1,241,0
2684,0,604,0,0,0
2685,3,614,1,74,0
2686,7,633,0,0,0
2687,3,598,1,174,1
2688,10,675,1,212,0
2689,4,189,1,130,1
2690,3,783,0,0,0
2691,3,641,1,127,1
2692,3,494,1,204,0
2693,7,298,1,170,0
2694,2,377,1,214,0
2695,2,217,0,0,0
2696,8,571,0,0,0
2697,3,194,1,174,0
2698,6,748,0,0,0
2699,1,977,1,120,0
2700,2,234,1,243,1
2701,0,1,1,201,1
2702,6,320,0,0,0
2703,8,39,1,195,0
2704,10,838,1,140,0
2705,8,161,0,0,0
2706,5,814,1,206,0
2707,8,690,1,200,1
2708,4,864,1,180,0
2709,1,174,0,0,0
2710,9,642,1,121,0
2711,1,96,1,133,0
2712,1,800,1,260,1
2713,10,584,1,215,0
2714,4,520,1,236,0
2715,7,267,1,155,0
2716,4,461,1,109,1
2717,1,831,1,111,0
2718,2,106,1,129,1
2719,0,93,0,0,0
2720,2,539,1,147,1
2721,1,345,0,0,0
2722,5,174,1,154,0
2723,7,544,0,0,0
2724,6,603,1,201,1
2725,3,135,1,150,1
2726,6,954,0,0,0
2727,6,100,0,0,0
2728,8,595,0,0,0
2729,5,402,1,124,0
2730,9,774,1,313,0
2731,10,389,0,0,0
2732,6,363,1,248,1
2733,4,674,0,0,0
2734,4,910,0,0,0
2735,0,913,0,0,0
2736,8,759,1,181,0
2737,10,830,1,203,0
2738,10,668,1,192,0
2739,9,115,0,0,0
2740,3,556,1,247,0
2741,4,241,1,212,0
2742,1,484,0,0,0
2743,0,602,1,184,0
2744,2,645,0,0,0
2745,0,439,0,0,0
2746,0,548,1,220,0
2747,3,171,0,0,0
2748,3,916,1,229,0
2749,9,748,1,209,1
2750,7,304,0,0,0
2751,8,383,1,249,0
2752,0,489,0,0,0
2753,6,240,1,134,0
2754,3,960,0,0,0
2755,3,670,1,185,0
2756,2,889,1,198,0
2757,7,821,1,78,0
2758,4,875,1,161,0
2759,2,574,1,175,0
2760,5,466,1,202,0
2761,0,83,1,267,0
2762,6,7,1,218,0
2763,0,148,1,177,0
2764,5,482,1,124,0
2765,2,228,1,198,0
2766,6,739,0,0,0
2767,2,25,0,0,0
2768,0,779,0,0,0
2769,0,278,1,184,1
2770,2,259,1,208,0
2771,3,260,1,100,0
2772,3,587,1,201,0
2773,0,473,1,171,0
2774,5,110,1,73,0
2775,10,808,1,116,0
2776,1,825,1,219,0
2777,5,372,1,210,0
2778,9,168,0,0,0
2779,9,992,1,225,0
2780,8,608,0,0,0
2781,7,845,0,0,0
2782,0,762,1,184,1
2783,0,250,1,126,0
2784,6,332,1,172,0
2785,9,21,0,0,0
2786,3,336,1,171,0
2787,10,365,1,191,1
2788,8,974,1,147,0
2789,5,940,1,212,1
2790,7,638,0,0,0
2791,9,424,1,229,1
2792,0,332,1,170,0
2793,9,158,1,161,0
2794,0,263,1,168,1
2795,1,252,0,0,0
2796,6,489,1,180,0
2797,2,863,1,201,1
2798,3,882,1,211,0
2799,3,318,0,0,0
2800,1,318,1,186,1
2801,6,773,0,0,0
2802,5,43,0,0,0
2803,1,557,1,160,1
2804,7,761,0,0,0
2805,5,310,0,0,0
2806,10,877,1,171,1
2807,4,316,0,0,0
2808,7,555,1,160,0
2809,10,508,0,0,0
2810,0,783,1,162,0
2811,8,832,1,238,0
2812,6,811,1,148,0
2813,7,746,0,0,0
2814,4,700,1,159,0
2815,10,497,1,201,1
2816,0,434,0,0,0
2817,10,493,0,0,0
2818,9,945,0,0,0
2819,6,227,1,176,0
2820,8,411,0,0,0
2821,0,283,1,111,0
2822,0,373,1,117,0
2823,5,920,0,0,0
2824,2,632,0,0,0
2825,4,351,1,207,1
2826,7,966,0,0,0
2827,9,99,1,173,0
2828,5,486,0,0,0
2829,9,417,1,207,0
2830,1,990,1,179,0
2831,1,772,0,0,0
2832,5,949,1,283,0
2833,6,412,1,152,0
2834,2,488,1,129,0
2835,10,28,0,0,0
2836,7,701,1,60,1
2837,2,576,1,117,0
2838,6,115,1,174,0
2839,1,927,0,0,0
2840,6,299,0,0,0
2841,1,902,1,234,0
2842,9,894,1,185,0
2843,8,720,1,156,0
2844,9,117,1,151,0
2845,10,415,0,0,0
2846,2,9,1,165,1
2847,3,970,0,0,0
2848,1,273,1,192,1
2849,5,994,1,158,0
2850,7,377,1,205,0
2851,5,426,1,177,1
2852,2,908,1,141,0
2853,4,447,1,248,0
2854,5,463,1,206,0
2855,4,919,1,216,1
2856,0,199,0,0,0
2857,10,46,1,157,0
2858,0,320,1,115,1
2859,5,88,1,161,0
2860,5,251,1,78,0
2861,3,930,1,227,0
2862,3,463,1,64,0
2863,4,466,1,183,0
2864,0,291,0,0,0
2865,2,698,1,211,0
2866,1,39,1,72,0
2867,2,362,0,0,0
2868,10,289,0,0,0
2869,7,875,0,0,0
2870,6,857,1,242,0
2871,9,283,1,167,0
2872,7,246,1,244,0
2873,6,807,1,136,1
2874,2,982,0,0,0
2875,9,246,0,0,0
2876,4,661,1,295,0
2877,9,737,0,0,0
2878,7,889,1,207,0
2879,7,588,0,0,0
2880,3,937,1,188,0
2881,4,119,1,166,0
2882,3,226,0,0,0
2883,2,142,1,202,0
2884,2,632,0,0,0
2885,6,315,0,0,0
2886,8,864,1,154,1
2887,9,781,1,84,1
2888,9,842,1,166,0
2889,4,530,0,0,0
2890,0,147,0,0,0
2891,10,419,1,241,0
2892,8,673,0,0,0
2893,1,166,1,199,1
2894,7,828,1,260,0
2895,7,50,1,155,0
2896,0,239,1,205,0
2897,5,565,0,0,0
2898,7,55,1,150,0
2899,7,157,1,143,1
2900,7,188,0,0,0
2901,1,175,1,236,0
2902,7,769,0,0,0
2903,9,222,1,156,0
2904,4,625,1,139,1
2905,5,968,1,94,0
2906,0,300,1,148,1
2907,3,639,1,138,1
2908,6,454,1,195,0
2909,6,927,1,160,0
2910,4,330,1,156,0
2911,10,444,1,206,1
2912,9,229,1,162,0
2913,1,165,1,218,0
2914,9,391,1,183,1
2915,9,588,0,0,0
2916,4,78,1,225,0
2917,0,642,1,151,1
2918,3,116,1,217,0
2919,8,498,1,230,0
2920,10,605,1,90,0
2921,3,753,1,144,0
2922,8,515,1,260,0
2923,3,137,1,220,0
2924,2,910,1,232,0
2925,9,942,1,139,1
2926,5,123,1,222,0
2927,7,328,1,140,0
2928,10,861,0,0,0
2929,10,465,1,135,1
2930,4,485,0,0,0
2931,1,61,1,216,1
2932,6,837,1,293,1
2933,9,127,1,199,0
2934,7,160,0,0,0
2935,4,298,0,0,0
2936,6,42,0,0,0
2937,7,168,0,0,0
2938,1,911,1,217,0
2939,4,9,1,260,0
2940,6,430,1,232,0
2941,1,34,1,232,1
2942,4,100,0,0,0
2943,2,328,1,229,0
2944,7,188,0,0,0
2945,0,709,0,0,0
2946,6,107,1,148,0
2947,0,392,0,0,0
2948,10,206,0,0,0
2949,8,405,0,0,0
2950,9,655,0,0,0
2951,9,613,1,203,0
2952,10,542,1,22,1
2953,6,689,1,257,1
2954,8,532,1,127,0
2955,9,553,0,0,0
2956,8,691,1,132,0
2957,0,253,0,0,0
2958,3,636,0,0,0
2959,5,837,0,0,0
2960,5,421,1,93,0
2961,7,113,1,205,0
2962,9,0,1,191,0
2963,5,958,1,177,0
2964,6,357,1,92,0
2965,8,389,1,153,0
2966,4,273,1,146,0
2967,4,813,1,251,0
2968,7,852,1,167,0
2969,3,824,1,147,0
2970,9,588,1,226,0
2971,4,404,0,0,0
2972,4,901,1,189,0
2973,0,512,1,191,0
2974,2,447,1,175,0
2975,10,923,1,130,0
2976,7,840,1,217,0
2977,9,953,1,165,0
2978,0,857,1,215,0
2979,3,777,1,226,0
2980,4,127,0,0,0
2981,10,131,1,157,0
2982,3,45,0,0,0
2983,10,617,0,0,0
2984,7,16,1,143,0
2985,8,66,1,221,0
2986,5,18,0,0,0
2987,10,268,0,0,0
2988,9,660,1,87,1
2989,1,505,1,238,0
2990,7,492,0,0,0
2991,10,267,1,131,0
2992,7,744,0,0,0
2993,5,891,1,154,0
2994,3,974,1,153,1
2995,1,555,1,196,0
2996,5,454,1,242,0
2997,1,671,1,130,0
2998,0,119,1,200,1
2999,8,79,1,179,0
3000,4,659,1,114,0
3001,1,483,1,187,0
3002,0,363,1,123,1
3003,9,873,1,163,0
3004,0,743,1,191,0
3005,7,86,1,198,0
3006,10,490,1,123,0
3007,2,883,1,145,0
3008,10,257,1,176,0
3009,9,8,1,175,0
3010,6,308,1,131,0
3011,6,883,1,177,0
3012,6,129,1,157,0
3013,1,413,0,0,0
3014,8,361,0,0,0
3015,9,540,1,151,0
3016,10,915,1,206,0
3017,5,779,1,94,1
3018,6,747,1,116,1
3019,9,164,1,143,1
3020,2,605,1,162,0
3021,6,327,1,130,0
3022,1,545,0,0,0
3023,9,691,1,244,1
3024,8,576,1,177,0
3025,2,759,1,241,0
3026,8,973,1,135,0
3027,9,859,1,142,1
3028,6,534,1,152,1
3029,4,948,1,16,0
3030,9,355,1,166,0
3031,3,457,1,239,0
3032,2,147,1,209,1
3033,8,540,1,176,0
3034,7,923,1,233,0
3035,6,372,1,184,0
3036,2,999,1,160,0
3037,4,660,1,180,0
3038,6,349,1,173,0
3039,0,559,0,0,0
3040,3,865,1,120,0
3041,5,279,1,164,0
3042,8,615,1,257,0
3043,6,397,1,314,0
3044,3,947,0,0,0
3045,8,370,1,85,0
3046,4,855,1,203,0
3047,10,470,0,0,0
3048,5,961,1,111,0
3049,4,446,1,209,0
3050,0,719,1,228,0
3051,3,988,0,0,0
3052,8,858,1,92,1
3053,10,604,1,125,0
3054,1,548,1,270,0
3055,10,117,1,211,0
3056,2,282,1,190,0
3057,4,58,0,0,0
3058,3,985,1,245,0
3059,4,251,0,0,0
3060,9,598,1,187,0
3061,9,74,0,0,0
3062,9,976,1,185,1
3063,5,797,0,0,0
3064,6,192,1,136,0
3065,6,796,0,0,0
3066,3,138,1,231,0
3067,1,570,1,209,0
3068,6,63,1,239,0
3069,0,769,1,166,0
3070,4,147,0,0,0
3071,9,899,1,178,0
3072,6,84,1,192,0
3073,1,844,1,277,0
3074,0,754,1,260,0
3075,3,654,1,129,0
3076,8,426,1,137,0
3077,9,501,1,175,1
3078,4,109,0,0,0
3079,6,345,0,0,0
3080,2,246,1,181,1
3081,7,572,1,128,0
3082,1,23,0,0,0
3083,2,615,1,142,0
3084,5,687,1,166,0
3085,1,617,0,0,0
3086,6,727,0,0,0
3087,2,790,1,184,0
3088,5,937,1,136,0
3089,2,917,1,228,1
3090,4,891,1,160,0
3091,0,429,1,75,0
3092,6,653,1,240,0
3093,10,253,1,143,0
3094,3,604,1,198,1
3095,10,693,1,191,0
3096,6,931,1,197,1
3097,5,237,1,149,1
3098,0,340,1,100,0
3099,10,812,0,0,0
3100,9,771,1,203,1
3101,6,265,0,0,0
3102,3,103,1,144,0
3103,7,164,0,0,0
3104,9,841,0,0,0
3105,6,510,1,182,1
3106,6,329,0,0,0
3107,5,866,1,129,1
3108,3,166,1,259,1
3109,0,790,1,221,0
3110,7,542,1,112,0
3111,6,334,0,0,0
3112,10,723,1,197,0
3113,8,973,1,148,0
3114,3,145,1,186,0
3115,2,443,1,269,0
3116,6,373,0,0,0
3117,1,449,1,148,0
3118,6,30,1,252,0
3119,1,840,1,146,0
3120,2,498,1,237,0
3121,2,172,0,0,0
3122,2,357,1,175,0
3123,7,968,1,164,1
3124,2,647,0,0,0
3125,3,903,1,156,0
3126,6,1,0,0,0
3127,4,746,1,188,0
3128,6,714,0,0,0
3129,0,767,1,157,0
3130,7,477,1,157,0
3131,0,534,0,0,0
3132,9,545,1,149,0
3133,0,706,1,178,0
3134,2,860,1,113,0
3135,1,156,1,254,1
3136,10,914,1,234,1
3137,0,474,1,149,0
3138,4,399,1,261,1
3139,6,787,0,0,0
3140,2,470,1,213,1
3141,10,184,1,193,0
3142,3,188,1,76,1
3143,1,913,0,0,0
3144,1,505,1,190,0
3145,0,799,1,207,0
3146,0,440,1,118,1
3147,6,374,0,0,0
3148,6,763,0,0,0
3149,6,315,1,116,0
3150,1,174,1,147,0
3151,8,826,1,344,1
3152,5,833,1,228,0
3153,10,340,0,0,0
3154,5,748,1,124,0
3155,2,677,1,233,1
3156,3,301,0,0,0
3157,0,185,1,168,1
3158,0,517,0,0,0
3159,10,963,0,0,0
3160,1,521,0,0,0
3161,5,772,1,216,1
3162,7,973,1,151,0
3163,1,949,1,218,0
3164,9,310,1,183,0
3165,9,686,1,220,0
3166,0,722,0,0,0
3167,3,317,0,0,0
3168,2,275,0,0,0
3169,3,682,0,0,0
3170,7,3,0,0,0
3171,0,4,0,0,0
3172,5,571,0,0,0
3173,5,906,0,0,0
3174,8,447,0,0,0
3175,2,864,1,189,0
3176,1,701,1,216,0
3177,6,802,1,174,0
3178,0,723,0,0,0
3179,7,724,1,110,1
3180,6,588,1,207,0
3181,7,862,1,169,0
3182,4,37,1,150,0
3183,9,319,1,186,1
3184,4,805,1,205,1
3185,10,301,1,178,0
3186,2,976,1,138,0
3187,3,425,1,151,1
3188,7,205,1,164,0
3189,10,744,1,169,0
3190,4,862,0,0,0
3191,4,546,1,227,0
3192,2,974,1,179,0
3193,7,163,1,153,0
3194,5,360,1,96,1
3195,3,962,1,225,0
3196,2,624,1,249,0
3197,3,108,0,0,0
3198,4,873,1,143,0
3199,5,368,0,0,0
3200,4,342,1,161,0
3201,2,986,0,0,0
3202,10,508,0,0,0
3203,3,610,1,158,0
3204,6,926,1,157,0
3205,8,88,1,165,0
3206,8,757,1,165,1
3207,3,628,0,0,0
3208,2,484,0,0,0
3209,10,513,1,195,0
3210,5,760,1,236,0
3211,10,622,1,229,0
3212,2,398,1,205,0
3213,2,873,1,215,1
3214,10,630,1,300,0
3215,3,983,1,180,1
3216,0,696,1,114,0
3217,0,93,0,0,0
3218,2,252,0,0,0
3219,6,965,1,147,0
3220,10,370,0,0,0
3221,9,26,1,143,1
3222,0,367,1,246,1
3223,9,481,1,272,0
3224,2,51,1,155,0
3225,2,475,1,57,0
3226,8,652,1,163,0
3227,0,760,1,150,1
3228,2,278,1,242,0
3229,3,391,1,155,0
3230,10,292,1,137,1
3231,6,150,0,0,0
3232,1,584,1,197,0
3233,9,686,1,190,1
3234,5,245,1,220,0
3235,5,426,1,246,1
3236,10,811,1,135,0
3237,5,140,0,0,0
3238,10,584,1,195,0
3239,8,508,1,97,1
3240,5,13,1,186,1
3241,2,782,1,122,0
3242,1,253,1,217,0
3243,8,840,1,96,0
3244,9,889,0,0,0
3245,6,39,0,0,0
3246,10,793,1,159,0
3247,8,291,0,0,0
3248,5,956,0,0,0
3249,7,848,1,226,0
3250,10,952,0,0,0
3251,3,123,1,279,1
3252,7,913,1,211,0
3253,0,786,0,0,0
3254,10,382,0,0,0
3255,7,109,1,100,0
3256,9,768,1,243,0
3257,10,887,0,0,0
3258,9,833,0,0,0
3259,10,672,1,226,1
3260,10,927,1,119,0
3261,10,728,1,111,0
3262,9,514,1,123,1
3263,10,537,1,124,0
3264,1,449,1,177,1
3265,8,352,0,0,0
3266,8,636,0,0,0
3267,1,428,1,187,0
3268,9,456,0,0,0
3269,1,480,1,197,0
3270,0,347,1,192,0
3271,0,693,1,151,0
3272,5,72,1,220,1
3273,4,604,1,195,0
3274,9,30,0,0,0
3275,7,186,0,0,0
3276,5,817,0,0,0
3277,5,684,1,279,0
3278,3,366,0,0,0
3279,4,478,0,0,0
3280,0,308,1,220,1
3281,6,237,0,0,0
3282,6,344,1,264,0
3283,5,878,1,199,1
3284,6,437,1,131,0
3285,0,572,1,213,0
3286,10,716,1,127,1
3287,3,406,0,0,0
3288,9,155,1,182,0
3289,3,736,1,225,1
3290,8,257,1,238,1
3291,6,199,1,198,0
3292,6,953,1,210,1
3293,6,426,0,0,0
3294,5,791,0,0,0
3295,8,944,0,0,0
3296,1,681,1,214,1
3297,0,783,1,230,0
3298,6,604,1,179,0
3299,6,646,1,135,0
3300,9,897,0,0,0
3301,7,766,0,0,0
3302,2,588,1,135,0
3303,5,806,1,77,0
3304,3,591,1,29,0
3305,4,176,1,158,1
3306,7,207,1,149,0
3307,2,128,1,62,1
3308,0,532,1,150,1
3309,2,180,1,176,0
3310,9,678,0,0,0
3311,6,39,0,0,0
3312,2,599,1,152,0
3313,4,602,1,204,1
3314,5,931,1,180,1
3315,4,689,0,0,0
3316,8,461,0,0,0
3317,7,358,1,90,0
3318,10,156,1,207,0
3319,9,736,1,287,0
3320,0,534,0,0,0
3321,5,625,1,251,0
3322,0,603,1,135,0
3323,4,457,1,189,0
3324,5,11,0,0,0
3325,7,398,0,0,0
3326,6,169,1,173,1
3327,2,127,0,0,0
3328,4,549,1,144,0
3329,9,29,1,190,0
3330,10,448,1,158,1
3331,7,31,1,291,0
3332,8,310,1,163,0
3333,10,197,1,231,0
3334,2,836,0,0,0
3335,1,58,1,181,1
3336,7,83,1,178,1
3337,8,321,1,174,1
3338,4,571,1,117,0
3339,10,487,1,210,0
3340,0,657,0,0,0
3341,6,999,1,206,0
3342,2,472,1,189,0
3343,6,724,1,187,0
3344,9,739,1,188,1
3345,9,102,1,225,0
3346,7,123,1,227,1
3347,8,880,1,290,0
3348,4,379,1,120,1
3349,0,68,1,186,0
3350,6,569,1,231,0
3351,5,722,1,205,0
3352,5,41,0,0,0
3353,4,644,1,223,1
3354,4,561,1,190,0
3355,8,406,0,0,0
3356,1,362,1,224,1
3357,2,476,1,131,0
3358,2,703,1,191,1
3359,4,334,1,183,1
3360,0,543,1,67,1
3361,3,194,1,234,1
3362,1,846,1,184,0
3363,1,744,0,0,0
3364,1,137,0,0,0
3365,2,421,1,173,0
3366,4,853,1,212,0
3367,2,182,0,0,0
3368,3,527,1,170,0
3369,10,828,0,0,0
3370,7,398,1,246,0
3371,3,778,1,168,0
3372,1,493,1,159,0
3373,10,164,1,225,1
3374,2,576,1,97,0
3375,6,82,1,198,0
3376,4,366,1,183,1
3377,8,32,1,141,0
3378,5,197,1,232,0
3379,5,711,0,0,0
3380,6,582,1,255,0
3381,0,305,0,0,0
3382,6,294,1,166,0
3383,8,150,1,199,1
3384,2,649,1,169,0
3385,1,873,0,0,0
3386,3,421,1,225,1
3387,5,322,1,196,0
3388,4,49,0,0,0
3389,2,362,1,135,0
3390,2,746,1,225,1
3391,7,739,1,81,1
3392,3,791,0,0,0
3393,9,191,1,188,1
3394,7,890,0,0,0
3395,7,400,1,235,1
3396,4,484,0,0,0
3397,5,665,1,111,1
3398,4,440,1,250,1
3399,10,244,1,106,0
3400,1,146,1,160,0
3401,8,354,0,0,0
3402,4,494,1,165,1
3403,2,922,1,159,0
3404,2,733,1,246,1
3405,1,167,1,250,1
3406,1,399,1,249,1
3407,10,490,1,148,0
3408,4,486,0,0,0
3409,3,892,1,175,0
3410,10,471,0,0,0
3411,2,985,1,204,0
3412,10,990,1,181,0
3413,9,183,1,170,1
3414,7,369,1,204,0
3415,4,577,1,175,1
3416,5,694,1,178,0
3417,1,664,1,153,1
3418,0,758,1,164,0
3419,4,139,0,0,0
3420,3,43,1,141,0
3421,0,271,1,132,0
3422,3,961,1,172,1
3423,6,642,1,227,1
3424,4,709,0,0,0
3425,2,400,1,97,0
3426,10,243,1,189,0
3427,6,301,1,130,0
3428,7,281,0,0,0
3429,2,105,0,0,0
3430,9,510,1,133,1
3431,1,166,1,233,0
3432,0,22,1,145,0
3433,9,270,1,139,0
3434,6,918,1,143,0
3435,10,416,0,0,0
3436,10,16,1,136,0
3437,10,416,1,184,1
3438,8,807,1,133,0
3439,7,822,1,251,0
3440,10,170,1,111,0
3441,6,734,0,0,0
3442,10,994,1,179,1
3443,1,771,1,145,0
3444,1,428,1,164,1
3445,0,261,1,188,0
3446,1,426,0,0,0
3447,3,173,0,0,0
3448,8,666,1,81,0
3449,1,97,1,308,0
3450,1,223,1,108,1
3451,5,617,0,0,0
3452,8,537,1,157,0
3453,1,112,1,209,0
3454,2,889,1,150,0
3455,8,522,0,0,0
3456,0,506,1,155,0
3457,5,73,1,99,0
3458,10,404,0,0,0
3459,5,247,1,239,1
3460,1,719,1,253,0
3461,0,58,0,0,0
3462,4,585,1,205,0
3463,1,870,1,177,0
3464,3,350,1,92,0
3465,8,93,1,194,0
3466,9,772,1,213,1
3467,0,8,1,187,0
3468,1,453,1,138,0
3469,0,928,1,207,0
3470,2,896,1,98,0
3471,2,915,1,134,0
3472,0,201,1,144,0
3473,1,343,1,187,0
3474,2,637,0,0,0
3475,9,596,0,0,0
3476,3,668,0,0,0
3477,9,796,0,0,0
3478,8,691,1,156,0
3479,1,119,1,161,0
3480,0,337,0,0,0
3481,7,911,1,186,0
3482,10,655,0,0,0
3483,8,778,1,135,0
3484,7,371,1,89,0
3485,5,921,0,0,0
3486,9,582,1,165,1
3487,7,514,1,188,0
3488,8,924,0,0,0
3489,2,550,1,136,1
3490,2,266,0,0,0
3491,4,149,1,141,0
3492,2,676,1,140,0
3493,6,59,1,219,0
3494,9,360,1,159,0
3495,6,3,1,112,0
3496,3,337,1,251,0
3497,2,68,1,213,0
3498,8,555,1,102,0
3499,7,926,1,291,0
3500,5,199,1,223,0
3501,10,442,1,234,1
3502,1,144,0,0,0
3503,2,37,1,165,0
3504,3,663,0,0,0
3505,3,276,1,221,0
3506,1,683,1,153,1
3507,5,219,1,186,0
3508,5,91,1,204,1
3509,1,899,0,0,0
3510,9,739,0,0,0
3511,0,405,0,0,0
3512,3,291,1,212,1
3513,10,572,1,181,0
3514,1,965,1,154,0
3515,5,521,0,0,0
3516,0,520,1,190,1
3517,10,221,1,254,0
3518,7,680,0,0,0
3519,5,800,0,0,0
3520,8,606,1,148,0
3521,8,942,1,132,0
3522,7,1000,1,188,1
3523,4,888,1,203,0
3524,2,105,1,138,0
3525,1,882,1,132,0
3526,5,899,1,150,0
3527,5,375,1,195,0
3528,0,185,1,175,0
3529,6,126,1,162,0
3530,7,274,1,224,0
3531,6,75,0,0,0
3532,8,763,1,138,0
3533,0,160,0,0,0
3534,1,975,1,226,1
3535,9,971,0,0,0
3536,5,923,1,128,0
3537,7,736,0,0,0
3538,2,127,1,95,1
3539,10,751,0,0,0
3540,7,0,1,291,0
3541,0,785,1,192,0
3542,10,122,1,95,0
3543,3,72,1,182,0
3544,3,575,1,227,1
3545,0,296,1,198,0
3546,1,319,1,243,1
3547,0,456,1,190,0
3548,1,383,1,208,1
3549,8,999,0,0,0
3550,1,893,1,123,0
3551,8,855,1,99,0
3552,8,891,1,152,0
3553,10,938,1,212,1
3554,7,269,1,204,1
3555,7,544,1,123,0
3556,10,742,1,197,0
3557,7,622,1,196,0
3558,10,917,1,137,0
3559,8,531,1,46,0
3560,6,885,1,205,1
3561,0,260,1,208,0
3562,5,252,0,0,0
3563,4,120,1,129,0
3564,6,494,1,253,1
3565,4,746,1,254,1
3566,8,334,1,231,0
3567,5,104,1,224,0
3568,6,119,0,0,0
3569,3,325,1,68,0
3570,10,507,1,242,0
3571,6,579,0,0,0
3572,10,655,1,175,1
3573,8,186,1,149,0
3574,2,665,1,185,0
3575,1,110,1,151,0
3576,5,75,0,0,0
3577,7,399,1,290,0
3578,7,254,1,163,0
3579,4,666,1,136,0
3580,10,940,1,173,1
3581,7,998,0,0,0
3582,5,825,1,173,0
3583,10,747,0,0,0
3584,8,803,1,201,0
3585,10,168,0,0,0
3586,2,697,0,0,0
3587,10,722,0,0,0
3588,9,588,0,0,0
3589,6,764,1,122,0
3590,1,532,1,112,0
3591,3,644,1,115,1
3592,1,705,1,211,0
3593,0,667,1,181,1
3594,5,21,1,165,0
3595,3,819,0,0,0
3596,1,864,1,171,0
3597,1,981,0,0,0
3598,2,514,1,263,0
3599,6,989,0,0,0
3600,10,125,1,205,1
3601,3,499,1,208,0
3602,2,290,1,228,1
3603,7,583,1,150,0
3604,6,659,0,0,0
3605,0,943,0,0,0
